"No.","Time","Source","Destination","Protocol","Length","Info"
"1062","120.675648","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=21872 Ack=8285 Win=65535 Len=0"
"1063","121.083210","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1064","121.083621","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=35791 Ack=25347 Win=65535 Len=0"
"1065","121.262724","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1066","121.262752","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=25347 Ack=35904 Win=65535 Len=0"
"1067","121.265524","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1068","121.265802","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=35904 Ack=25546 Win=65535 Len=0"
"1069","121.350514","10.0.2.15","149.154.167.99","TLSv1.2","171","Application Data"
"1070","121.350932","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=35904 Ack=25663 Win=65535 Len=0"
"1071","121.368587","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"1072","121.411596","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=25663 Ack=36307 Win=65535 Len=0"
"1073","121.433974","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1074","121.434004","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=25663 Ack=36420 Win=65535 Len=0"
"1075","121.552237","149.154.167.99","10.0.2.15","TLSv1.2","409","Application Data"
"1076","121.552269","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=25663 Ack=36775 Win=65535 Len=0"
"1077","121.591310","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"1078","121.591843","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=36775 Ack=25878 Win=65535 Len=0"
"1079","121.694581","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1080","121.694616","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=25878 Ack=36920 Win=65535 Len=0"
"1081","121.851442","34.117.65.55","10.0.2.15","TLSv1.2","988","Application Data"
"1082","121.857271","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"1083","121.857728","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=22806 Ack=8629 Win=65535 Len=0"
"1088","122.320917","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1089","122.321430","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=36920 Ack=26077 Win=65535 Len=0"
"1090","122.499659","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1091","122.499689","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=26077 Ack=37033 Win=65535 Len=0"
"1092","122.504580","149.154.167.99","10.0.2.15","TLSv1.2","377","Application Data"
"1093","122.504615","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=26077 Ack=37356 Win=65535 Len=0"
"1094","122.506320","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1095","122.506554","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=37356 Ack=26276 Win=65535 Len=0"
"1096","122.615246","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"1097","122.659031","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=26276 Ack=37759 Win=65535 Len=0"
"1098","122.816235","34.117.65.55","10.0.2.15","TLSv1.2","913","Application Data"
"1099","122.822517","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"1100","122.822962","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=23665 Ack=8973 Win=65535 Len=0"
"1101","122.823266","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"1102","122.823554","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=37759 Ack=26491 Win=65535 Len=0"
"1103","122.936132","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"1104","122.936166","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=26491 Ack=37922 Win=65535 Len=0"
"1107","123.275318","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1108","123.275646","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=37922 Ack=26690 Win=65535 Len=0"
"1109","123.430138","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1110","123.430172","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=26690 Ack=38035 Win=65535 Len=0"
"1111","123.434630","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1112","123.434956","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=38035 Ack=26889 Win=65535 Len=0"
"1113","123.575598","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"1114","123.619116","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=26889 Ack=38438 Win=65535 Len=0"
"1117","124.053156","149.154.167.99","10.0.2.15","TLSv1.2","409","Application Data"
"1118","124.053199","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=26889 Ack=38793 Win=65535 Len=0"
"1119","124.260229","34.117.65.55","10.0.2.15","TLSv1.2","1008","Application Data"
"1120","124.265860","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"1121","124.266316","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=24619 Ack=9317 Win=65535 Len=0"
"1122","124.438522","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1123","124.439127","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=38793 Ack=27072 Win=65535 Len=0"
"1124","124.525455","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1125","124.525486","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=27072 Ack=38906 Win=65535 Len=0"
"1126","124.951357","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1127","124.951818","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=38906 Ack=27271 Win=65535 Len=0"
"1128","125.044044","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1129","125.044078","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=27271 Ack=39019 Win=65535 Len=0"
"1130","125.047260","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1131","125.047586","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=39019 Ack=27470 Win=65535 Len=0"
"1132","125.146719","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"1133","125.187008","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=27470 Ack=39438 Win=65535 Len=0"
"1134","125.246532","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"1135","125.246561","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=27470 Ack=39777 Win=65535 Len=0"
"1136","125.464649","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"1137","125.465132","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=39777 Ack=27685 Win=65535 Len=0"
"1138","125.585036","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1139","125.585072","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=27685 Ack=39922 Win=65535 Len=0"
"1140","125.704489","34.117.65.55","10.0.2.15","TLSv1.2","928","Application Data"
"1141","125.708837","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"1142","125.709609","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=25493 Ack=9661 Win=65535 Len=0"
"1143","126.017491","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1144","126.018006","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=39922 Ack=27884 Win=65535 Len=0"
"1145","126.121838","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1146","126.121866","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=27884 Ack=40035 Win=65535 Len=0"
"1147","126.125820","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1148","126.126094","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=40035 Ack=28083 Win=65535 Len=0"
"1149","126.329472","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"1150","126.372027","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=28083 Ack=40438 Win=65535 Len=0"
"1151","126.521812","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1152","126.522305","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=40438 Ack=28282 Win=65535 Len=0"
"1153","126.618222","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1154","126.618275","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=28282 Ack=40583 Win=65535 Len=0"
"1155","127.178629","149.154.167.99","10.0.2.15","TLSv1.2","409","Application Data"
"1156","127.178667","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=28282 Ack=40938 Win=65535 Len=0"
"1161","127.442878","34.117.65.55","10.0.2.15","TLSv1.2","989","Application Data"
"1162","127.449737","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"1163","127.450103","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=26428 Ack=10005 Win=65535 Len=0"
"1164","127.546337","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1165","127.547921","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=40938 Ack=28465 Win=65535 Len=0"
"1166","127.650490","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1167","127.650523","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=28465 Ack=41051 Win=65535 Len=0"
"1168","127.974407","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1169","127.974956","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=41051 Ack=28664 Win=65535 Len=0"
"1170","128.072095","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1171","128.072145","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=28664 Ack=41164 Win=65535 Len=0"
"1172","128.077230","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1173","128.077524","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=41164 Ack=28863 Win=65535 Len=0"
"1176","128.190547","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"1177","128.235656","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=28863 Ack=41583 Win=65535 Len=0"
"1178","128.369920","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"1179","128.369959","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=28863 Ack=41922 Win=65535 Len=0"
"1180","128.469093","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"1181","128.469457","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=41922 Ack=29078 Win=65535 Len=0"
"1182","128.581678","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1183","128.581714","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29078 Ack=42067 Win=65535 Len=0"
"1184","128.689311","34.117.65.55","10.0.2.15","TLSv1.2","953","Application Data"
"1185","128.695606","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"1186","128.695920","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=27327 Ack=10349 Win=65535 Len=0"
"1189","129.138531","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1190","129.138943","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=42067 Ack=29277 Win=65535 Len=0"
"1191","129.295181","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1192","129.295209","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29277 Ack=42180 Win=65535 Len=0"
"1193","129.297584","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1194","129.297851","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=42180 Ack=29476 Win=65535 Len=0"
"1195","129.398005","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"1196","129.439527","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29476 Ack=42599 Win=65535 Len=0"
"1197","129.642348","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1198","129.642809","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=42599 Ack=29675 Win=65535 Len=0"
"1199","129.731356","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1200","129.731386","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29675 Ack=42744 Win=65535 Len=0"
"1201","129.822475","10.0.2.15","149.154.167.99","TLSv1.2","397","Application Data"
"1202","129.822923","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=42744 Ack=30018 Win=65535 Len=0"
"1203","129.917915","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"1204","129.917960","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=30018 Ack=42907 Win=65535 Len=0"
"1205","129.975231","149.154.167.99","10.0.2.15","TLSv1.2","409","Application Data"
"1206","129.975261","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=30018 Ack=43262 Win=65535 Len=0"
"1207","130.090011","10.0.2.15","149.154.167.99","TLSv1.3","93","Application Data"
"1208","130.090442","149.154.167.99","10.0.2.15","TCP","60","443  >  50546 [ACK] Seq=652 Ack=1038 Win=65535 Len=0"
"1209","130.163149","149.154.167.99","10.0.2.15","TLSv1.3","93","Application Data"
"1210","130.163194","10.0.2.15","149.154.167.99","TCP","54","50546  >  443 [ACK] Seq=1038 Ack=691 Win=63986 Len=0"
"1211","130.323111","34.117.65.55","10.0.2.15","TLSv1.2","1004","Application Data"
"1212","130.327527","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"1213","130.327921","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=28277 Ack=10693 Win=65535 Len=0"
"1214","130.657993","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1215","130.658462","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=43262 Ack=30201 Win=65535 Len=0"
"1216","130.765387","10.0.2.15","149.154.167.99","TLSv1.2","187","Application Data"
"1217","130.765739","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=43262 Ack=30334 Win=65535 Len=0"
"1218","130.769576","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1219","130.769594","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=30334 Ack=43375 Win=65535 Len=0"
"1220","130.862612","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1221","130.862664","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=30334 Ack=43488 Win=65535 Len=0"
"1222","130.865519","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"1223","130.865927","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=43488 Ack=30549 Win=65535 Len=0"
"1224","130.970294","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"1225","131.011179","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=30549 Ack=43907 Win=65535 Len=0"
"1226","131.173774","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"1227","131.173813","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=30549 Ack=44246 Win=65535 Len=0"
"1228","131.279153","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"1229","131.279520","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=44246 Ack=30764 Win=65535 Len=0"
"1230","131.373887","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1231","131.373928","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=30764 Ack=44391 Win=65535 Len=0"
"1232","131.437875","34.117.65.55","10.0.2.15","TLSv1.2","945","Application Data"
"1233","131.451980","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"1234","131.452411","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=29168 Ack=11037 Win=65535 Len=0"
"1235","131.972565","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1236","131.973010","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=44391 Ack=30963 Win=65535 Len=0"
"1237","132.073227","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1238","132.073255","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=30963 Ack=44504 Win=65535 Len=0"
"1239","132.075485","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1240","132.075910","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=44504 Ack=31162 Win=65535 Len=0"
"1241","132.189677","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"1246","132.231818","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=31162 Ack=44907 Win=65535 Len=0"
"1247","132.478054","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1248","132.478635","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=44907 Ack=31361 Win=65535 Len=0"
"1249","132.597302","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1250","132.597341","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=31361 Ack=45052 Win=65535 Len=0"
"1253","133.329056","149.154.167.99","10.0.2.15","TLSv1.2","409","Application Data"
"1254","133.329118","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=31361 Ack=45407 Win=65535 Len=0"
"1255","133.658487","34.117.65.55","10.0.2.15","TLSv1.2","1004","Application Data"
"1256","133.662465","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"1257","133.662788","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=30118 Ack=11381 Win=65535 Len=0"
"1258","133.777630","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1259","133.778047","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=45407 Ack=31544 Win=65535 Len=0"
"1260","133.856361","149.154.167.99","10.0.2.15","TLSv1.2","183","Application Data"
"1261","133.856400","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=31544 Ack=45536 Win=65535 Len=0"
"1262","133.872398","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1263","133.872773","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=45536 Ack=31727 Win=65535 Len=0"
"1264","133.955471","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1267","133.999062","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=31727 Ack=45649 Win=65535 Len=0"
"1268","134.106096","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1269","134.106529","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=45649 Ack=31926 Win=65535 Len=0"
"1270","134.359872","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1271","134.359912","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=31926 Ack=45762 Win=65535 Len=0"
"1272","134.364068","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1273","134.364475","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=45762 Ack=32125 Win=65535 Len=0"
"1274","134.618686","10.0.2.15","149.154.167.99","TLSv1.2","203","Application Data"
"1275","134.618965","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=45762 Ack=32274 Win=65535 Len=0"
"1276","134.735251","149.154.167.99","10.0.2.15","TLSv1.2","684","Application Data, Application Data"
"1277","134.779606","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=32274 Ack=46392 Win=65535 Len=0"
"1278","136.959657","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1279","136.960012","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=46392 Ack=32473 Win=65535 Len=0"
"1280","137.038114","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1281","137.038146","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=32473 Ack=46505 Win=65535 Len=0"
"1284","138.091609","10.0.2.15","149.154.167.99","TLSv1.3","93","Application Data"
"1285","138.091976","149.154.167.99","10.0.2.15","TCP","60","443  >  48534 [ACK] Seq=872 Ack=1307 Win=65535 Len=0"
"1288","138.163228","149.154.167.99","10.0.2.15","TLSv1.3","93","Application Data"
"1289","138.163255","10.0.2.15","149.154.167.99","TCP","54","48534  >  443 [ACK] Seq=1307 Ack=911 Win=63986 Len=0"
"1292","140.045728","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1293","140.046156","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=46505 Ack=32656 Win=65535 Len=0"
"1294","140.126624","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1295","140.126651","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=32656 Ack=46618 Win=65535 Len=0"
"1302","143.136773","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1304","143.137157","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=46618 Ack=32839 Win=65535 Len=0"
"1306","143.261385","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1307","143.261413","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=32839 Ack=46731 Win=65535 Len=0"
"1308","143.533563","10.0.2.15","149.154.167.99","TLSv1.3","82","Application Data"
"1309","143.534012","149.154.167.99","10.0.2.15","TCP","60","443  >  52156 [ACK] Seq=12161 Ack=1940 Win=65535 Len=0"
"1310","143.605884","149.154.167.99","10.0.2.15","TLSv1.3","92","Application Data"
"1311","143.606987","149.154.167.99","10.0.2.15","TLSv1.3","78","Application Data"
"1312","143.606987","149.154.167.99","10.0.2.15","TCP","60","443  >  52156 [FIN, ACK] Seq=12223 Ack=1940 Win=65535 Len=0"
"1313","143.607145","10.0.2.15","149.154.167.99","TLSv1.3","78","Application Data"
"1314","143.607171","10.0.2.15","149.154.167.99","TCP","54","52156  >  443 [FIN, ACK] Seq=1964 Ack=12224 Win=63240 Len=0"
"1315","143.607382","149.154.167.99","10.0.2.15","TCP","60","443  >  52156 [ACK] Seq=12224 Ack=1964 Win=65535 Len=0"
"1316","143.607382","149.154.167.99","10.0.2.15","TCP","60","443  >  52156 [ACK] Seq=12224 Ack=1965 Win=65535 Len=0"
"1319","144.826722","10.0.2.15","149.154.167.99","TLSv1.2","397","Application Data"
"1320","144.827209","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=46731 Ack=33182 Win=65535 Len=0"
"1321","144.918169","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"1322","144.918197","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=33182 Ack=46894 Win=65535 Len=0"
"1323","145.919806","149.154.167.91","10.0.2.15","TCP","60","[TCP ZeroWindowProbe] 443  >  55888 [ACK] Seq=473 Ack=1 Win=65535 Len=1 [TCP segment of a reassembled PDU]"
"1324","145.919836","10.0.2.15","149.154.167.91","TCP","54","[TCP ZeroWindowProbeAck] [TCP ZeroWindow] 55888  >  443 [ACK] Seq=1 Ack=473 Win=0 Len=0"
"1325","146.267935","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1326","146.268430","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=46894 Ack=33365 Win=65535 Len=0"
"1327","146.350598","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1328","146.350628","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=33365 Ack=47007 Win=65535 Len=0"
"1335","149.355768","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1336","149.356270","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=47007 Ack=33548 Win=65535 Len=0"
"1337","149.432424","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1338","149.432456","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=33548 Ack=47120 Win=65535 Len=0"
"1339","151.496988","149.154.167.99","10.0.2.15","TLSv1.2","569","Application Data"
"1340","151.497026","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=33548 Ack=47635 Win=65535 Len=0"
"1341","151.821856","10.0.2.15","149.154.167.99","TCP","74","36276  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=4093421414 TSecr=0 WS=128"
"1342","151.892805","149.154.167.99","10.0.2.15","TCP","60","443  >  36276 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1343","151.892867","10.0.2.15","149.154.167.99","TCP","54","36276  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1344","151.894165","10.0.2.15","149.154.167.99","TLSv1.3","752","Client Hello"
"1345","151.894475","149.154.167.99","10.0.2.15","TCP","60","443  >  36276 [ACK] Seq=1 Ack=699 Win=65535 Len=0"
"1346","151.967962","149.154.167.99","10.0.2.15","TLSv1.3","314","Server Hello, Change Cipher Spec, Application Data, Application Data"
"1347","151.967990","10.0.2.15","149.154.167.99","TCP","54","36276  >  443 [ACK] Seq=699 Ack=261 Win=63980 Len=0"
"1348","151.968885","10.0.2.15","149.154.167.99","TLSv1.3","134","Change Cipher Spec, Application Data"
"1349","151.969120","10.0.2.15","149.154.167.99","TLSv1.3","665","Application Data"
"1350","151.969188","149.154.167.99","10.0.2.15","TCP","60","443  >  36276 [ACK] Seq=261 Ack=779 Win=65535 Len=0"
"1351","151.969282","149.154.167.99","10.0.2.15","TCP","60","443  >  36276 [ACK] Seq=261 Ack=1390 Win=65535 Len=0"
"1352","152.030493","34.117.65.55","10.0.2.15","TLSv1.2","1056","Application Data"
"1353","152.041365","149.154.167.99","10.0.2.15","TLSv1.3","357","Application Data"
"1354","152.042881","149.154.167.99","10.0.2.15","TLSv1.3","296","Application Data"
"1355","152.042906","10.0.2.15","149.154.167.99","TCP","54","36276  >  443 [ACK] Seq=1390 Ack=806 Win=63980 Len=0"
"1356","152.046241","10.0.2.15","34.117.65.55","TLSv1.2","398","Application Data"
"1357","152.046634","34.117.65.55","10.0.2.15","TCP","60","443  >  35990 [ACK] Seq=31120 Ack=11725 Win=65535 Len=0"
"1358","152.049936","10.0.2.15","149.154.167.99","TLSv1.3","146","Application Data"
"1359","152.050329","149.154.167.99","10.0.2.15","TCP","60","443  >  36276 [ACK] Seq=806 Ack=1482 Win=65535 Len=0"
"1360","152.077933","10.0.2.15","149.154.167.99","TLSv1.3","237","Application Data"
